date,location,new_cases,new_deaths,total_cases,total_deaths,mortality
2020-03-13,Macedonia,0,0,7,0,0
2020-03-14,Macedonia,2,0,9,0,0
2020-02-27,Norway,0,0,1,0,0
2020-02-28,Norway,3,0,4,0,0
2020-02-29,Norway,2,0,6,0,0
2020-03-01,Norway,9,0,15,0,0
2020-03-02,Norway,4,0,19,0,0
2020-03-03,Norway,6,0,25,0,0
2020-03-04,Norway,7,0,32,0,0
2020-03-05,Norway,24,0,56,0,0
2020-03-06,Norway,30,0,86,0,0
2020-03-07,Norway,27,0,113,0,0
2020-03-08,Norway,34,0,147,0,0
2020-03-09,Norway,22,0,169,0,0
2020-03-10,Norway,23,0,192,0,0
2020-03-11,Norway,85,0,277,0,0
2020-03-12,Norway,212,0,489,0,0
2020-03-13,Norway,0,0,489,1,0.002044989775051125
2020-03-14,Norway,261,0,750,1,0.0013333333333333333
2020-03-05,Palestine,0,0,4,0,0
2020-03-06,Palestine,3,0,7,0,0
2020-03-07,Palestine,9,0,16,0,0
2020-03-08,Palestine,0,0,16,0,0
2020-03-09,Palestine,3,0,19,0,0
2020-03-10,Palestine,7,0,26,0,0
2020-03-11,Palestine,4,0,30,0,0
2020-03-12,Palestine,0,0,30,0,0
2020-03-13,Palestine,1,0,31,0,0
2020-03-14,Palestine,4,0,35,0,0
2020-02-25,Oman,0,0,2,0,0
2020-02-26,Oman,2,0,4,0,0
2020-02-27,Oman,0,0,4,0,0
2020-02-28,Oman,2,0,6,0,0
2020-02-29,Oman,0,0,6,0,0
2020-03-01,Oman,0,0,6,0,0
2020-03-02,Oman,0,0,6,0,0
2020-03-03,Oman,0,0,6,0,0
2020-03-04,Oman,6,0,12,0,0
2020-03-05,Oman,3,0,15,0,0
2020-03-06,Oman,1,0,16,0,0
2020-03-07,Oman,0,0,16,0,0
2020-03-08,Oman,0,0,16,0,0
2020-03-09,Oman,0,0,16,0,0
2020-03-10,Oman,2,0,18,0,0
2020-03-11,Oman,0,0,18,0,0
2020-03-12,Oman,0,0,18,0,0
2020-03-13,Oman,0,0,18,0,0
2020-03-14,Oman,1,0,19,0,0
2020-02-27,Pakistan,0,0,2,0,0
2020-02-28,Pakistan,0,0,2,0,0
2020-02-29,Pakistan,0,0,2,0,0
2020-03-01,Pakistan,2,0,4,0,0
2020-03-02,Pakistan,0,0,4,0,0
2020-03-03,Pakistan,1,0,5,0,0
2020-03-04,Pakistan,0,0,5,0,0
2020-03-05,Pakistan,0,0,5,0,0
2020-03-06,Pakistan,0,0,5,0,0
2020-03-07,Pakistan,0,0,5,0,0
2020-03-08,Pakistan,0,0,5,0,0
2020-03-09,Pakistan,1,0,6,0,0
2020-03-10,Pakistan,10,0,16,0,0
2020-03-11,Pakistan,0,0,16,0,0
2020-03-12,Pakistan,3,0,19,0,0
2020-03-13,Pakistan,1,0,20,0,0
2020-03-14,Pakistan,1,0,21,0,0
2020-03-10,Panama,0,0,1,0,0
2020-03-11,Panama,7,0,8,1,0.125
2020-03-12,Panama,2,0,10,1,0.1
2020-03-13,Panama,4,0,14,1,0.07142857142857142
2020-03-14,Panama,13,0,27,1,0.037037037037037035
2020-03-09,Paraguay,0,0,1,0,0
2020-03-10,Paraguay,0,0,1,0,0
2020-03-11,Paraguay,4,0,5,0,0
2020-03-12,Paraguay,0,0,5,0,0
2020-03-13,Paraguay,0,0,5,0,0
2020-03-14,Paraguay,1,0,6,0,0
2020-03-07,Peru,0,0,1,0,0
2020-03-08,Peru,5,0,6,0,0
2020-03-09,Peru,0,0,6,0,0
2020-03-10,Peru,3,0,9,0,0
2020-03-11,Peru,2,0,11,0,0
2020-03-12,Peru,6,0,17,0,0
2020-03-13,Peru,5,0,22,0,0
2020-03-14,Peru,6,0,28,0,0
2020-01-30,Philippines,0,0,1,0,0
2020-01-31,Philippines,0,0,1,0,0
2020-02-01,Philippines,0,0,1,0,0
2020-02-02,Philippines,1,0,2,1,0.5
2020-02-03,Philippines,0,0,2,1,0.5
2020-02-04,Philippines,0,0,2,1,0.5
2020-02-05,Philippines,1,0,3,1,0.3333333333333333
2020-02-06,Philippines,0,0,3,1,0.3333333333333333
2020-02-07,Philippines,0,0,3,1,0.3333333333333333
2020-02-08,Philippines,0,0,3,1,0.3333333333333333
2020-02-09,Philippines,0,0,3,1,0.3333333333333333
2020-02-10,Philippines,0,0,3,1,0.3333333333333333
2020-02-11,Philippines,0,0,3,1,0.3333333333333333
2020-02-12,Philippines,0,0,3,1,0.3333333333333333
2020-02-13,Philippines,0,0,3,1,0.3333333333333333
2020-02-14,Philippines,0,0,3,1,0.3333333333333333
2020-02-15,Philippines,0,0,3,1,0.3333333333333333
2020-02-16,Philippines,0,0,3,1,0.3333333333333333
2020-02-17,Philippines,0,0,3,1,0.3333333333333333
2020-02-18,Philippines,0,0,3,1,0.3333333333333333
2020-02-19,Philippines,0,0,3,1,0.3333333333333333
2020-02-20,Philippines,0,0,3,1,0.3333333333333333
2020-02-21,Philippines,0,0,3,1,0.3333333333333333
2020-02-22,Philippines,0,0,3,1,0.3333333333333333
2020-02-23,Philippines,0,0,3,1,0.3333333333333333
2020-02-24,Philippines,0,0,3,1,0.3333333333333333
2020-02-25,Philippines,0,0,3,1,0.3333333333333333
2020-02-26,Philippines,0,0,3,1,0.3333333333333333
2020-02-27,Philippines,0,0,3,1,0.3333333333333333
2020-02-28,Philippines,0,0,3,1,0.3333333333333333
2020-02-29,Philippines,0,0,3,1,0.3333333333333333
2020-03-01,Philippines,0,0,3,1,0.3333333333333333
2020-03-02,Philippines,0,0,3,1,0.3333333333333333
2020-03-03,Philippines,0,0,3,1,0.3333333333333333
2020-03-04,Philippines,0,0,3,1,0.3333333333333333
2020-03-05,Philippines,0,0,3,1,0.3333333333333333
2020-03-06,Philippines,2,0,5,1,0.2
2020-03-07,Philippines,0,0,5,1,0.2
2020-03-08,Philippines,1,0,6,1,0.16666666666666666
2020-03-09,Philippines,4,0,10,1,0.1
2020-03-10,Philippines,23,0,33,1,0.030303030303030304
2020-03-11,Philippines,16,0,49,1,0.02040816326530612
2020-03-12,Philippines,3,1,52,2,0.038461538461538464
2020-03-13,Philippines,0,0,52,2,0.038461538461538464
2020-03-14,Philippines,12,0,64,2,0.03125
2020-03-04,Poland,0,0,1,0,0
2020-03-05,Poland,0,0,1,0,0
2020-03-06,Poland,0,0,1,0,0
2020-03-07,Poland,4,0,5,0,0
2020-03-08,Poland,1,0,6,0,0
2020-03-09,Poland,5,0,11,0,0
2020-03-10,Poland,5,0,16,0,0
2020-03-11,Poland,6,0,22,0,0
2020-03-12,Poland,22,0,44,0,0
2020-03-13,Poland,5,0,49,1,0.02040816326530612
2020-03-14,Poland,15,0,64,1,0.015625
2020-03-03,Portugal,0,0,2,0,0
2020-03-04,Portugal,0,0,2,0,0
2020-03-05,Portugal,5,0,7,0,0
2020-03-06,Portugal,2,0,9,0,0
2020-03-07,Portugal,4,0,13,0,0
2020-03-08,Portugal,8,0,21,0,0
2020-03-09,Portugal,9,0,30,0,0
2020-03-10,Portugal,0,0,30,0,0
2020-03-11,Portugal,11,0,41,0,0
2020-03-12,Portugal,0,0,41,0,0
2020-03-13,Portugal,0,0,41,0,0
2020-03-14,Portugal,71,0,112,0,0
2020-03-14,Puerto Rico,0,0,3,0,0
2020-03-01,Qatar,0,0,1,0,0
2020-03-02,Qatar,2,0,3,0,0
2020-03-03,Qatar,4,0,7,0,0
2020-03-04,Qatar,1,0,8,0,0
2020-03-05,Qatar,0,0,8,0,0
2020-03-06,Qatar,0,0,8,0,0
2020-03-07,Qatar,3,0,11,0,0
2020-03-08,Qatar,1,0,12,0,0
2020-03-09,Qatar,3,0,15,0,0
2020-03-10,Qatar,3,0,18,0,0
2020-03-11,Qatar,6,0,24,0,0
2020-03-12,Qatar,238,0,262,0,0
2020-03-13,Qatar,0,0,262,0,0
2020-03-14,Qatar,0,0,262,0,0
2020-01-21,South Korea,0,0,1,0,0
2020-01-22,South Korea,0,0,1,0,0
2020-01-23,South Korea,0,0,1,0,0
2020-01-24,South Korea,1,0,2,0,0
2020-01-25,South Korea,0,0,2,0,0
2020-01-26,South Korea,0,0,2,0,0
2020-01-27,South Korea,2,0,4,0,0
2020-01-28,South Korea,0,0,4,0,0
2020-01-29,South Korea,0,0,4,0,0
2020-01-30,South Korea,0,0,4,0,0
2020-01-31,South Korea,7,0,11,0,0
2020-02-01,South Korea,1,0,12,0,0
2020-02-02,South Korea,3,0,15,0,0
2020-02-03,South Korea,0,0,15,0,0
2020-02-04,South Korea,1,0,16,0,0
2020-02-05,South Korea,2,0,18,0,0
2020-02-06,South Korea,5,0,23,0,0
2020-02-07,South Korea,1,0,24,0,0
2020-02-08,South Korea,0,0,24,0,0
2020-02-09,South Korea,3,0,27,0,0
2020-02-10,South Korea,0,0,27,0,0
2020-02-11,South Korea,1,0,28,0,0
2020-02-12,South Korea,0,0,28,0,0
2020-02-13,South Korea,0,0,28,0,0
2020-02-14,South Korea,0,0,28,0,0
2020-02-15,South Korea,0,0,28,0,0
2020-02-16,South Korea,1,0,29,0,0
2020-02-17,South Korea,1,0,30,0,0
2020-02-18,South Korea,1,0,31,0,0
2020-02-19,South Korea,20,0,51,0,0
2020-02-20,South Korea,53,0,104,1,0.009615384615384616
2020-02-21,South Korea,100,0,204,1,0.004901960784313725
2020-02-22,South Korea,142,1,346,2,0.005780346820809248
2020-02-23,South Korea,256,3,602,5,0.008305647840531562
2020-02-24,South Korea,161,2,763,7,0.009174311926605505
2020-02-25,South Korea,214,3,977,10,0.01023541453428864
2020-02-26,South Korea,284,2,1261,12,0.00951625693893735
2020-02-27,South Korea,505,1,1766,13,0.007361268403171008
2020-02-28,South Korea,571,0,2337,13,0.005562687205819427
2020-02-29,South Korea,813,4,3150,17,0.005396825396825397
2020-03-01,South Korea,586,1,3736,18,0.004817987152034261
2020-03-02,South Korea,476,4,4212,22,0.0052231718898385565
2020-03-03,South Korea,600,6,4812,28,0.005818786367414797
2020-03-04,South Korea,516,4,5328,32,0.006006006006006006
2020-03-05,South Korea,438,3,5766,35,0.0060700659035726676
2020-03-06,South Korea,518,7,6284,42,0.00668364099299809
2020-03-07,South Korea,483,2,6767,44,0.0065021427515885915
2020-03-08,South Korea,367,6,7134,50,0.007008690776562938
2020-03-09,South Korea,248,1,7382,51,0.006908696830127336
2020-03-10,South Korea,131,3,7513,54,0.007187541594569413
2020-03-11,South Korea,242,6,7755,60,0.007736943907156673
2020-03-12,South Korea,114,6,7869,66,0.008387342737323675
2020-03-13,South Korea,110,0,7979,66,0.008271713247274095
2020-03-14,South Korea,107,6,8086,72,0.008904279000742024
2020-03-08,Moldova,0,0,1,0,0
2020-03-09,Moldova,0,0,1,0,0
2020-03-10,Moldova,0,0,1,0,0
2020-03-11,Moldova,2,0,3,0,0
2020-03-12,Moldova,1,0,4,0,0
2020-03-13,Moldova,0,0,4,0,0
2020-03-14,Moldova,4,0,8,0,0
2020-02-27,Romania,0,0,1,0,0
2020-02-28,Romania,0,0,1,0,0
2020-02-29,Romania,2,0,3,0,0
2020-03-01,Romania,0,0,3,0,0
2020-03-02,Romania,0,0,3,0,0
2020-03-03,Romania,0,0,3,0,0
2020-03-04,Romania,1,0,4,0,0
2020-03-05,Romania,0,0,4,0,0
2020-03-06,Romania,2,0,6,0,0
2020-03-07,Romania,1,0,7,0,0
2020-03-08,Romania,6,0,13,0,0
2020-03-09,Romania,2,0,15,0,0
2020-03-10,Romania,0,0,15,0,0
2020-03-11,Romania,10,0,25,0,0
2020-03-12,Romania,23,0,48,0,0
2020-03-13,Romania,0,0,48,0,0
2020-03-14,Romania,16,0,64,0,0
2020-02-01,Russia,0,0,2,0,0
2020-02-02,Russia,0,0,2,0,0
2020-02-03,Russia,0,0,2,0,0
2020-02-04,Russia,0,0,2,0,0
2020-02-05,Russia,0,0,2,0,0
2020-02-06,Russia,0,0,2,0,0
2020-02-07,Russia,0,0,2,0,0
2020-02-08,Russia,0,0,2,0,0
2020-02-09,Russia,0,0,2,0,0
2020-02-10,Russia,0,0,2,0,0
2020-02-11,Russia,0,0,2,0,0
2020-02-12,Russia,0,0,2,0,0
2020-02-13,Russia,0,0,2,0,0
2020-02-14,Russia,0,0,2,0,0
2020-02-15,Russia,0,0,2,0,0
2020-02-16,Russia,0,0,2,0,0
2020-02-17,Russia,0,0,2,0,0
2020-02-18,Russia,0,0,2,0,0
2020-02-19,Russia,0,0,2,0,0
2020-02-20,Russia,0,0,2,0,0
2020-02-21,Russia,0,0,2,0,0
2020-02-22,Russia,0,0,2,0,0
2020-02-23,Russia,0,0,2,0,0
2020-02-24,Russia,0,0,2,0,0
2020-02-25,Russia,0,0,2,0,0
2020-02-26,Russia,0,0,2,0,0
2020-02-27,Russia,0,0,2,0,0
2020-02-28,Russia,0,0,2,0,0
2020-02-29,Russia,0,0,2,0,0
2020-03-01,Russia,0,0,2,0,0
2020-03-02,Russia,0,0,2,0,0
2020-03-03,Russia,1,0,3,0,0
2020-03-04,Russia,0,0,3,0,0
2020-03-05,Russia,0,0,3,0,0
2020-03-06,Russia,1,0,4,0,0
2020-03-07,Russia,3,0,7,0,0
2020-03-08,Russia,0,0,7,0,0
2020-03-09,Russia,0,0,7,0,0
2020-03-10,Russia,0,0,7,0,0
2020-03-11,Russia,0,0,7,0,0
2020-03-12,Russia,13,0,20,0,0
2020-03-13,Russia,14,0,34,0,0
2020-03-14,Russia,0,0,34,0,0
2020-03-13,Reunion,0,0,3,0,0
2020-03-14,Reunion,2,0,5,0,0
2020-03-05,Saint Barthlemy,0,0,1,0,0
2020-03-06,Saint Barthlemy,0,0,1,0,0
2020-03-07,Saint Barthlemy,0,0,1,0,0
2020-03-08,Saint Barthlemy,0,0,1,0,0
2020-03-09,Saint Barthlemy,0,0,1,0,0
2020-03-10,Saint Barthlemy,0,0,1,0,0
2020-03-11,Saint Barthlemy,0,0,1,0,0
2020-03-12,Saint Barthlemy,0,0,1,0,0
2020-03-13,Saint Barthlemy,0,0,1,0,0
2020-03-14,Saint Barthlemy,0,0,1,0,0
2020-03-05,Saint Martin (French part),0,0,2,0,0
2020-03-06,Saint Martin (French part),0,0,2,0,0
2020-03-07,Saint Martin (French part),0,0,2,0,0
2020-03-08,Saint Martin (French part),0,0,2,0,0
2020-03-09,Saint Martin (French part),0,0,2,0,0
2020-03-10,Saint Martin (French part),0,0,2,0,0
2020-03-11,Saint Martin (French part),0,0,2,0,0
2020-03-12,Saint Martin (French part),0,0,2,0,0
2020-03-13,Saint Martin (French part),0,0,2,0,0
2020-03-14,Saint Martin (French part),0,0,2,0,0
2020-03-13,Saint Vincent and the Grenadines,0,0,1,0,0
2020-03-14,Saint Vincent and the Grenadines,0,0,1,0,0
2020-02-29,San Marino,0,0,1,0,0
2020-03-01,San Marino,0,0,1,0,0
2020-03-02,San Marino,0,0,1,0,0
2020-03-03,San Marino,7,0,8,0,0
2020-03-04,San Marino,0,0,8,0,0
2020-03-05,San Marino,8,0,16,0,0
2020-03-06,San Marino,5,0,21,0,0
2020-03-07,San Marino,3,0,24,0,0
2020-03-08,San Marino,3,0,27,1,0.037037037037037035
2020-03-09,San Marino,10,0,37,1,0.02702702702702703
2020-03-10,San Marino,12,1,49,2,0.04081632653061224
2020-03-11,San Marino,14,0,63,2,0.031746031746031744
2020-03-12,San Marino,0,0,63,2,0.031746031746031744
2020-03-13,San Marino,0,0,63,2,0.031746031746031744
2020-03-14,San Marino,3,0,66,2,0.030303030303030304
2020-03-03,Saudi Arabia,0,0,1,0,0
2020-03-04,Saudi Arabia,0,0,1,0,0
2020-03-05,Saudi Arabia,1,0,2,0,0
2020-03-06,Saudi Arabia,6,0,8,0,0
2020-03-07,Saudi Arabia,0,0,8,0,0
2020-03-08,Saudi Arabia,3,0,11,0,0
2020-03-09,Saudi Arabia,4,0,15,0,0
2020-03-10,Saudi Arabia,0,0,15,0,0
2020-03-11,Saudi Arabia,5,0,20,0,0
2020-03-12,Saudi Arabia,1,0,21,0,0
2020-03-13,Saudi Arabia,0,0,21,0,0
2020-03-14,Saudi Arabia,41,0,62,0,0
2020-03-03,Senegal,0,0,1,0,0
2020-03-04,Senegal,0,0,1,0,0
2020-03-05,Senegal,3,0,4,0,0
2020-03-06,Senegal,0,0,4,0,0
2020-03-07,Senegal,0,0,4,0,0
2020-03-08,Senegal,0,0,4,0,0
2020-03-09,Senegal,0,0,4,0,0
2020-03-10,Senegal,0,0,4,0,0
2020-03-11,Senegal,0,0,4,0,0
2020-03-12,Senegal,0,0,4,0,0
2020-03-13,Senegal,6,0,10,0,0
2020-03-14,Senegal,0,0,10,0,0
2020-03-06,Serbia,0,0,1,0,0
2020-03-07,Serbia,0,0,1,0,0
2020-03-08,Serbia,0,0,1,0,0
2020-03-09,Serbia,0,0,1,0,0
2020-03-10,Serbia,0,0,1,0,0
2020-03-11,Serbia,11,0,12,0,0
2020-03-12,Serbia,7,0,19,0,0
2020-03-13,Serbia,0,0,19,0,0
2020-03-14,Serbia,12,0,31,0,0
2020-01-24,Singapore,0,0,1,0,0
2020-01-25,Singapore,2,0,3,0,0
2020-01-26,Singapore,1,0,4,0,0
2020-01-27,Singapore,0,0,4,0,0
2020-01-28,Singapore,3,0,7,0,0
2020-01-29,Singapore,0,0,7,0,0
2020-01-30,Singapore,3,0,10,0,0
2020-01-31,Singapore,3,0,13,0,0
2020-02-01,Singapore,3,0,16,0,0
2020-02-02,Singapore,2,0,18,0,0
2020-02-03,Singapore,0,0,18,0,0
2020-02-04,Singapore,0,0,18,0,0
2020-02-05,Singapore,6,0,24,0,0
2020-02-06,Singapore,4,0,28,0,0
2020-02-07,Singapore,2,0,30,0,0
2020-02-08,Singapore,3,0,33,0,0
2020-02-09,Singapore,7,0,40,0,0
2020-02-10,Singapore,3,0,43,0,0
2020-02-11,Singapore,2,0,45,0,0
2020-02-12,Singapore,2,0,47,0,0
2020-02-13,Singapore,3,0,50,0,0
2020-02-14,Singapore,8,0,58,0,0
2020-02-15,Singapore,9,0,67,0,0
2020-02-16,Singapore,5,0,72,0,0
2020-02-17,Singapore,3,0,75,0,0
2020-02-18,Singapore,2,0,77,0,0
2020-02-19,Singapore,4,0,81,0,0
2020-02-20,Singapore,3,0,84,0,0
2020-02-21,Singapore,1,0,85,0,0
2020-02-22,Singapore,1,0,86,0,0
2020-02-23,Singapore,3,0,89,0,0
2020-02-24,Singapore,0,0,89,0,0
2020-02-25,Singapore,1,0,90,0,0
2020-02-26,Singapore,1,0,91,0,0
2020-02-27,Singapore,2,0,93,0,0
2020-02-28,Singapore,3,0,96,0,0
2020-02-29,Singapore,2,0,98,0,0
2020-03-01,Singapore,4,0,102,0,0
2020-03-02,Singapore,4,0,106,0,0
2020-03-03,Singapore,2,0,108,0,0
2020-03-04,Singapore,2,0,110,0,0
2020-03-05,Singapore,0,0,110,0,0
2020-03-06,Singapore,7,0,117,0,0
2020-03-07,Singapore,13,0,130,0,0
2020-03-08,Singapore,8,0,138,0,0
2020-03-09,Singapore,12,0,150,0,0
2020-03-10,Singapore,10,0,160,0,0
2020-03-11,Singapore,6,0,166,0,0
2020-03-12,Singapore,12,0,178,0,0
2020-03-13,Singapore,9,0,187,0,0
2020-03-14,Singapore,13,0,200,0,0
2020-03-07,Slovakia,0,0,1,0,0
2020-03-08,Slovakia,2,0,3,0,0
2020-03-09,Slovakia,2,0,5,0,0
2020-03-10,Slovakia,2,0,7,0,0
2020-03-11,Slovakia,0,0,7,0,0
2020-03-12,Slovakia,3,0,10,0,0
2020-03-13,Slovakia,11,0,21,0,0
2020-03-14,Slovakia,9,0,30,0,0
2020-03-05,Slovenia,0,0,1,0,0
2020-03-06,Slovenia,5,0,6,0,0
2020-03-07,Slovenia,3,0,9,0,0
2020-03-08,Slovenia,3,0,12,0,0
2020-03-09,Slovenia,4,0,16,0,0
2020-03-10,Slovenia,7,0,23,0,0
2020-03-11,Slovenia,8,0,31,0,0
2020-03-12,Slovenia,26,0,57,0,0
2020-03-13,Slovenia,0,0,57,0,0
2020-03-14,Slovenia,84,0,141,0,0
2020-03-06,South Africa,0,0,1,0,0
2020-03-07,South Africa,0,0,1,0,0
2020-03-08,South Africa,1,0,2,0,0
2020-03-09,South Africa,1,0,3,0,0
2020-03-10,South Africa,4,0,7,0,0
2020-03-11,South Africa,0,0,7,0,0
2020-03-12,South Africa,6,0,13,0,0
2020-03-13,South Africa,4,0,17,0,0
2020-03-14,South Africa,0,0,17,0,0
2020-02-01,Spain,0,0,1,0,0
2020-02-02,Spain,0,0,1,0,0
2020-02-03,Spain,0,0,1,0,0
2020-02-04,Spain,0,0,1,0,0
2020-02-05,Spain,0,0,1,0,0
2020-02-06,Spain,0,0,1,0,0
2020-02-07,Spain,0,0,1,0,0
2020-02-08,Spain,0,0,1,0,0
2020-02-09,Spain,0,0,1,0,0
2020-02-10,Spain,1,0,2,0,0
2020-02-11,Spain,0,0,2,0,0
2020-02-12,Spain,0,0,2,0,0
2020-02-13,Spain,0,0,2,0,0
2020-02-14,Spain,0,0,2,0,0
2020-02-15,Spain,0,0,2,0,0
2020-02-16,Spain,0,0,2,0,0
2020-02-17,Spain,0,0,2,0,0
2020-02-18,Spain,0,0,2,0,0
2020-02-19,Spain,0,0,2,0,0
2020-02-20,Spain,0,0,2,0,0
2020-02-21,Spain,0,0,2,0,0
2020-02-22,Spain,0,0,2,0,0
2020-02-23,Spain,0,0,2,0,0
2020-02-24,Spain,0,0,2,0,0
2020-02-25,Spain,0,0,2,0,0
2020-02-26,Spain,0,0,2,0,0
2020-02-27,Spain,10,0,12,0,0
2020-02-28,Spain,13,0,25,0,0
2020-02-29,Spain,7,0,32,0,0
2020-03-01,Spain,13,0,45,0,0
2020-03-02,Spain,0,0,45,0,0
2020-03-03,Spain,69,0,114,0,0
2020-03-04,Spain,37,0,151,0,0
2020-03-05,Spain,47,0,198,1,0.005050505050505051
2020-03-06,Spain,59,2,257,3,0.011673151750972763
2020-03-07,Spain,117,2,374,5,0.013368983957219251
2020-03-08,Spain,56,0,430,5,0.011627906976744186
2020-03-09,Spain,159,5,589,10,0.01697792869269949
2020-03-10,Spain,435,18,1024,28,0.02734375
2020-03-11,Spain,615,8,1639,36,0.021964612568639415
2020-03-12,Spain,501,12,2140,48,0.022429906542056073
2020-03-13,Spain,825,36,2965,84,0.02833052276559865
2020-03-14,Spain,1266,36,4231,120,0.028362089340581424
2020-01-28,Sri Lanka,0,0,1,0,0
2020-01-29,Sri Lanka,0,0,1,0,0
